TITLE = "Molecular Field Data"
VARIABLES = "X", "Y", "U", "V"
ZONE T="Simulation", I=48, J=48, F=POINT
0.00000000e+00  0.00000000e+00  9.96249037e-01  6.21440355e-07
1.00000000e+00  0.00000000e+00  9.95849046e-01  1.00395955e-06
2.00000000e+00  0.00000000e+00  9.94984875e-01  2.13423727e-06
3.00000000e+00  0.00000000e+00  9.93516957e-01  5.11785704e-06
4.00000000e+00  0.00000000e+00  9.91207922e-01  1.28903597e-05
5.00000000e+00  0.00000000e+00  9.87689586e-01  3.29470271e-05
6.00000000e+00  0.00000000e+00  9.82422450e-01  8.38058890e-05
7.00000000e+00  0.00000000e+00  9.74657035e-01  2.09429340e-04
8.00000000e+00  0.00000000e+00  9.63419375e-01  5.08787850e-04
9.00000000e+00  0.00000000e+00  9.47566699e-01  1.18867362e-03
1.00000000e+01  0.00000000e+00  9.25994342e-01  2.63577411e-03
1.10000000e+01  0.00000000e+00  8.98105706e-01  5.45394645e-03
1.20000000e+01  0.00000000e+00  8.64622075e-01  1.03057885e-02
1.30000000e+01  0.00000000e+00  8.28570656e-01  1.73334507e-02
1.40000000e+01  0.00000000e+00  7.95739004e-01  2.52752013e-02
1.50000000e+01  0.00000000e+00  7.73437893e-01  3.12913447e-02
1.60000000e+01  0.00000000e+00  7.67321510e-01  3.25679810e-02
1.70000000e+01  0.00000000e+00  7.78309685e-01  2.85676263e-02
1.80000000e+01  0.00000000e+00  8.02220033e-01  2.13969677e-02
1.90000000e+01  0.00000000e+00  8.32218090e-01  1.39769582e-02
2.00000000e+01  0.00000000e+00  8.61824274e-01  8.17631315e-03
2.10000000e+01  0.00000000e+00  8.86525641e-01  4.42879874e-03
2.20000000e+01  0.00000000e+00  9.03841988e-01  2.36694691e-03
2.30000000e+01  0.00000000e+00  9.12681104e-01  1.48737687e-03
2.40000000e+01  0.00000000e+00  9.12681104e-01  1.48737687e-03
2.50000000e+01  0.00000000e+00  9.03841988e-01  2.36694691e-03
2.60000000e+01  0.00000000e+00  8.86525641e-01  4.42879874e-03
2.70000000e+01  0.00000000e+00  8.61824274e-01  8.17631315e-03
2.80000000e+01  0.00000000e+00  8.32218090e-01  1.39769582e-02
2.90000000e+01  0.00000000e+00  8.02220033e-01  2.13969677e-02
3.00000000e+01  0.00000000e+00  7.78309685e-01  2.85676263e-02
3.10000000e+01  0.00000000e+00  7.67321510e-01  3.25679810e-02
3.20000000e+01  0.00000000e+00  7.73437893e-01  3.12913447e-02
3.30000000e+01  0.00000000e+00  7.95739004e-01  2.52752013e-02
3.40000000e+01  0.00000000e+00  8.28570656e-01  1.73334507e-02
3.50000000e+01  0.00000000e+00  8.64622075e-01  1.03057885e-02
3.60000000e+01  0.00000000e+00  8.98105706e-01  5.45394645e-03
3.70000000e+01  0.00000000e+00  9.25994342e-01  2.63577411e-03
3.80000000e+01  0.00000000e+00  9.47566699e-01  1.18867362e-03
3.90000000e+01  0.00000000e+00  9.63419375e-01  5.08787850e-04
4.00000000e+01  0.00000000e+00  9.74657035e-01  2.09429340e-04
4.10000000e+01  0.00000000e+00  9.82422450e-01  8.38058890e-05
4.20000000e+01  0.00000000e+00  9.87689586e-01  3.29470271e-05
4.30000000e+01  0.00000000e+00  9.91207922e-01  1.28903597e-05
4.40000000e+01  0.00000000e+00  9.93516957e-01  5.11785704e-06
4.50000000e+01  0.00000000e+00  9.94984875e-01  2.13423727e-06
4.60000000e+01  0.00000000e+00  9.95849046e-01  1.00395955e-06
4.70000000e+01  0.00000000e+00  9.96249037e-01  6.21440355e-07
0.00000000e+00  1.00000000e+00  9.95849046e-01  1.00395955e-06
1.00000000e+00  1.00000000e+00  9.95429578e-01  1.48970484e-06
2.00000000e+00  1.00000000e+00  9.94524476e-01  2.89159604e-06
3.00000000e+00  1.00000000e+00  9.92988043e-01  6.55126885e-06
4.00000000e+00  1.00000000e+00  9.90567610e-01  1.61682734e-05
5.00000000e+00  1.00000000e+00  9.86861123e-01  4.16125516e-05
