# WAVELENGTH_FLUX_ERROR
3.000000e-01 3.355109e+02 5.000000e+01
3.315436e-01 3.036714e+02 5.000000e+01
3.630872e-01 3.429130e+02 5.000000e+01
3.946309e-01 3.866438e+02 5.000000e+01
4.261745e-01 2.987603e+02 5.000000e+01
4.577181e-01 2.987444e+02 5.000000e+01
4.892617e-01 3.894001e+02 5.000000e+01
5.208054e-01 3.488026e+02 5.000000e+01
5.523490e-01 2.869508e+02 5.000000e+01
5.838926e-01 3.375477e+02 5.000000e+01
6.154362e-01 2.872452e+02 5.000000e+01
6.469799e-01 2.871268e+02 5.000000e+01
6.785235e-01 3.225092e+02 5.000000e+01
7.100671e-01 2.147453e+02 5.000000e+01
7.416107e-01 2.241621e+02 5.000000e+01
7.731544e-01 2.822925e+02 5.000000e+01
8.046980e-01 2.597644e+02 5.000000e+01
8.362416e-01 3.261175e+02 5.000000e+01
8.677852e-01 2.650033e+02 5.000000e+01
8.993289e-01 2.397888e+02 5.000000e+01
9.308725e-01 3.836860e+02 5.000000e+01
9.624161e-01 2.991144e+02 5.000000e+01
9.939597e-01 3.137793e+02 5.000000e+01
1.025503e+00 2.391652e+02 5.000000e+01
1.057047e+00 2.831833e+02 5.000000e+01
1.088591e+00 3.159483e+02 5.000000e+01
1.120134e+00 2.528523e+02 5.000000e+01
1.151678e+00 3.291868e+02 5.000000e+01
1.183221e+00 2.803698e+02 5.000000e+01
1.214765e+00 2.958169e+02 5.000000e+01
1.246309e+00 2.803162e+02 5.000000e+01
1.277852e+00 4.030154e+02 5.000000e+01
1.309396e+00 3.097265e+02 5.000000e+01
1.340940e+00 2.575158e+02 5.000000e+01
1.372483e+00 3.515285e+02 5.000000e+01
1.404027e+00 2.493590e+02 5.000000e+01
1.435570e+00 3.208443e+02 5.000000e+01
1.467114e+00 2.124176e+02 5.000000e+01
1.498658e+00 2.439917e+02 5.000000e+01
1.530201e+00 3.202441e+02 5.000000e+01
1.561745e+00 3.473243e+02 5.000000e+01
1.593289e+00 3.189694e+02 5.000000e+01
1.624832e+00 3.046185e+02 5.000000e+01
1.656376e+00 2.953457e+02 5.000000e+01
1.687919e+00 2.364748e+02 5.000000e+01
1.719463e+00 2.744087e+02 5.000000e+01
1.751007e+00 2.873689e+02 5.000000e+01
1.782550e+00 3.632569e+02 5.000000e+01
1.814094e+00 3.275817e+02 5.000000e+01
1.845638e+00 2.222488e+02 5.000000e+01
1.877181e+00 3.266050e+02 5.000000e+01
1.908725e+00 2.911467e+02 5.000000e+01
1.940268e+00 2.765547e+02 5.000000e+01
1.971812e+00 3.409846e+02 5.000000e+01
2.003356e+00 3.619507e+02 5.000000e+01
2.034899e+00 3.569647e+02 5.000000e+01
2.066443e+00 2.684399e+02 5.000000e+01
2.097987e+00 2.949401e+02 5.000000e+01
2.129530e+00 3.269639e+02 5.000000e+01
2.161074e+00 3.591780e+02 5.000000e+01
2.192617e+00 2.864420e+02 5.000000e+01
2.224161e+00 3.011178e+02 5.000000e+01
2.255705e+00 2.550839e+02 5.000000e+01
2.287248e+00 2.505904e+02 5.000000e+01
2.318792e+00 3.510270e+02 5.000000e+01
2.350336e+00 3.782127e+02 5.000000e+01
2.381879e+00 3.068002e+02 5.000000e+01
2.413423e+00 3.605773e+02 5.000000e+01
2.444966e+00 3.284825e+02 5.000000e+01
2.476510e+00 2.781447e+02 5.000000e+01
2.508054e+00 3.284704e+02 5.000000e+01
2.539597e+00 3.873025e+02 5.000000e+01
2.571141e+00 3.086094e+02 5.000000e+01
2.602685e+00 3.886328e+02 5.000000e+01
2.634228e+00 1.794134e+02 5.000000e+01
